ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat99
1280M,1.5,458956800.0,0.940383,150,18358483
1280M,1.5,452571136.0,0.878821,150,453707
1280M,1.5,674045952.0,0.91386,200,8650717
1280M,1.5,1126359040.0,0.91386,200,17617751
1280M,1.5,1126359040.0,0.934658,200,8991888
1280M,1.5,1157963776.0,0.934658,250,22415286
1280M,1.5,1157963776.0,0.941979,250,20388106
1280M,1.5,868311040.0,0.952973,250,20411726
1280M,1.5,977645568.0,0.958689,300,28468073
1280M,1.5,945057792.0,0.971594,300,28368643
1280M,1.5,1012830208.0,0.990092,300,28677241
1280M,1.5,1012830208.0,1.002361,350,34350141
1280M,1.5,1033408512.0,1.009945,350,34400776
1280M,1.5,1042735104.0,1.017294,350,34288406
1280M,1.5,1097625600.0,1.026379,400,38692401
1280M,1.5,1107210240.0,1.026379,400,38758125
1280M,1.5,1107210240.0,1.02532,400,38894942
1408M,1.5,737402880.0,0.626728,50,2811
1408M,1.5,230428672.0,0.836262,50,1722
1408M,1.5,225947648.0,0.897971,50,3067
1408M,1.5,296669184.0,0.837511,100,147864
1408M,1.5,296669184.0,0.780723,100,159838
1408M,1.5,282476544.0,0.85105,100,142685
1408M,1.5,559161344.0,0.901156,150,25735352
1408M,1.5,559161344.0,0.93008,150,380066
1408M,1.5,380428288.0,0.93008,150,356778
1408M,1.5,1048133632.0,0.927508,200,17801921
1408M,1.5,682102784.0,0.90697,200,9003932
1408M,1.5,686833664.0,0.930045,200,8461061
1408M,1.5,841236480.0,0.929891,250,19735620
1408M,1.5,839811072.0,0.922612,250,19899865
1408M,1.5,964145152.0,0.955355,250,20594462
1408M,1.5,979845120.0,0.968071,300,27639165
1408M,1.5,1011032064.0,0.968071,300,27640035
1408M,1.5,1011032064.0,0.963688,300,27395267
1408M,1.5,956887040.0,1.000668,350,33861080
1408M,1.5,1043439616.0,1.008751,350,33801545
1408M,1.5,1074569216.0,1.014597,350,33800781
1408M,1.5,1136463872.0,1.024907,400,38527294
1408M,1.5,1136463872.0,1.026348,400,38975488
1408M,1.5,1085173760.0,1.026348,400,38524131
1408M,1.5,1901289472.0,0.861569,450,41672649
1408M,1.5,1904406528.0,0.871661,450,41624223
1536M,1.5,1479479296.0,0.547605,150,49809105
1536M,1.5,1479479296.0,0.817318,150,383636
1536M,1.5,1645068288.0,0.933408,150,20357957
1536M,1.5,1695707136.0,0.922409,200,8752169
1536M,1.5,696348672.0,0.907957,200,27992221
1536M,1.5,675524608.0,0.907957,200,8990543
1536M,1.5,1092157440.0,0.921069,250,22700138
1536M,1.5,1157918720.0,0.929898,250,22670749
1536M,1.5,1195184128.0,0.944473,250,20069253
1536M,1.5,1167187968.0,0.961694,300,41737983
1536M,1.5,1167187968.0,0.970454,300,27423633
1536M,1.5,973127680.0,0.988772,300,27867702
1536M,1.5,1018318848.0,0.995323,350,33836052
1536M,1.5,1051529216.0,1.009007,350,33899846
1536M,1.5,1051529216.0,1.018159,350,34306608
1536M,1.5,1096912896.0,1.027586,400,38320294
1536M,1.5,1288736768.0,1.027586,400,37381045
1536M,1.5,1288736768.0,1.021835,400,38588298
1536M,1.5,1174179840.0,1.020961,450,41220449
1536M,1.5,1255460864.0,1.022246,450,41540340
1536M,1.5,1376096256.0,1.022754,500,44355603
1664M,1.5,921759744.0,0.651019,50,2010
1664M,1.5,237056000.0,0.868977,50,3453
1664M,1.5,237056000.0,0.868977,50,4474
1664M,1.5,280887296.0,0.822962,100,148520
1664M,1.5,280244224.0,0.784146,100,134999
1664M,1.5,290136064.0,0.840681,100,151024
1664M,1.5,370634752.0,0.92872,150,360692
1664M,1.5,370098176.0,0.92872,150,504293
1664M,1.5,360255488.0,0.926727,150,364267
1664M,1.5,1194242048.0,0.910171,200,25765835
1664M,1.5,1194242048.0,0.922196,200,9021370
1664M,1.5,675790848.0,0.933552,200,8486097
1664M,1.5,1153179648.0,0.933552,250,20265946
1664M,1.5,1153179648.0,0.936549,250,19781501
1664M,1.5,845942784.0,0.956097,250,19897881
1664M,1.5,929292288.0,0.956097,300,28377861
1664M,1.5,958959616.0,0.979044,300,27595754
1664M,1.5,993579008.0,0.991024,300,27829506
1664M,1.5,996360192.0,0.991729,350,33724996
1664M,1.5,1024409600.0,1.008791,350,33721205
1664M,1.5,1024409600.0,1.009296,350,34009250
1664M,1.5,1068728320.0,1.0267,400,38661200
1664M,1.5,1083088896.0,1.0267,400,38598684
1664M,1.5,1266036736.0,1.024395,400,38034679
1664M,1.5,1266036736.0,1.023504,450,40988349
1664M,1.5,1485881344.0,1.019997,450,51635671
1664M,1.5,1485881344.0,1.014268,450,47561072
1664M,1.5,2907688960.0,1.003101,500,44438954
1664M,1.5,2907688960.0,0.998445,500,44767827
1664M,1.5,2831007744.0,1.001976,500,44911096
1664M,1.5,2724515840.0,1.024945,550,46497485
1664M,1.5,1482993664.0,1.025477,550,46779045
1664M,1.5,1482993664.0,1.014704,550,46539016
1664M,1.5,1383964672.0,1.016334,600,48719984
1792M,1.5,585375744.0,0.627095,50,1446
1792M,1.5,230256640.0,0.796317,50,2496
1792M,1.5,232062976.0,0.87642,50,2083
1792M,1.5,279220224.0,0.809938,100,160056
1792M,1.5,272924672.0,0.778383,100,177986
1792M,1.5,302243840.0,0.857772,100,42445676
1792M,1.5,349933568.0,0.885703,150,423486
1792M,1.5,349933568.0,0.93997,150,365875
1792M,1.5,343400448.0,0.900103,150,387643
1792M,1.5,660996096.0,0.917269,200,9384657
1792M,1.5,755142656.0,0.923352,200,57577910
1792M,1.5,687087616.0,0.923352,200,21506420
1792M,1.5,826363904.0,0.925922,250,19697998
1792M,1.5,1074098176.0,0.936644,250,20951473
1792M,1.5,1074098176.0,0.939495,250,19951461
1792M,1.5,888954880.0,0.960571,300,27499177
1792M,1.5,995569664.0,0.974472,300,27824843
1792M,1.5,995569664.0,0.990844,300,27852016
1792M,1.5,1016786944.0,0.997919,350,33639194
1792M,1.5,1126588416.0,1.00527,350,33444544
1792M,1.5,988409856.0,1.013954,350,33717999
1792M,1.5,1253531648.0,1.019409,400,37669743
1792M,1.5,1253531648.0,1.021204,400,38562809
1792M,1.5,1156239360.0,1.021204,400,38274263
1792M,1.5,1156239360.0,1.022067,450,41145211
1792M,1.5,1264214016.0,1.022067,450,41836763
1792M,1.5,1264214016.0,1.022038,450,41204524
1792M,1.5,1510330368.0,1.022038,500,44600929
1792M,1.5,1510330368.0,1.024385,500,44607881
1792M,1.5,1396396032.0,1.018489,500,44824942
1792M,1.5,1382047744.0,1.018777,550,46248743
1792M,1.5,1320587264.0,1.022888,550,46350201
1792M,1.5,1409339392.0,1.014754,550,46173610
1792M,1.5,1412087808.0,1.016725,600,48819375
1792M,1.5,1445847040.0,1.018461,600,48797547
1920M,1.5,676950016.0,0.677422,50,6813
1920M,1.5,229658624.0,0.806456,50,1647
1920M,1.5,236761088.0,0.902458,50,3061
1920M,1.5,273661952.0,0.813989,100,169315
1920M,1.5,281681920.0,0.776821,100,139701
1920M,1.5,277520384.0,0.835862,100,144691
1920M,1.5,349560832.0,0.896377,150,371193
1920M,1.5,367001600.0,0.94519,150,370006
1920M,1.5,399130624.0,0.917545,150,1574655
1920M,1.5,690356224.0,0.927323,200,8722963
1920M,1.5,996544512.0,0.921841,200,44430287
1920M,1.5,678559744.0,0.928804,200,8631910
1920M,1.5,868020224.0,0.940051,250,19913865
1920M,1.5,868020224.0,0.951947,250,20002942
1920M,1.5,1163993088.0,0.951947,250,23705301
1920M,1.5,1163993088.0,0.964945,300,27588058
1920M,1.5,991412224.0,0.964945,300,27116077
1920M,1.5,1220169728.0,0.9782,300,26555277
1920M,1.5,1220169728.0,0.989247,350,33836185
1920M,1.5,1023483904.0,0.99352,350,33899520
1920M,1.5,1023807488.0,1.013131,350,34137752
1920M,1.5,1044975616.0,1.024805,400,38256006
1920M,1.5,1044975616.0,1.0262,400,38992124
1920M,1.5,1168601088.0,1.022882,400,38532534
1920M,1.5,1248620544.0,1.02211,450,41384838
1920M,1.5,1248620544.0,1.019523,450,41149159
1920M,1.5,1317580800.0,1.021647,500,44476340
1920M,1.5,1368657920.0,1.023795,500,44631951
1920M,1.5,1368657920.0,1.027374,500,44646740
1920M,1.5,1383550976.0,1.024583,550,46307323
1920M,1.5,1383653376.0,1.020075,550,46224155
1920M,1.5,1831837696.0,1.012405,550,45037087
1920M,1.5,1831837696.0,1.012709,600,48346117
1920M,1.5,1552859136.0,1.013292,600,48700561
1920M,1.5,1534701568.0,1.014197,600,48637848
2048M,1.5,1507782656.0,0.624584,50,1746
2048M,1.5,230440960.0,0.846762,50,1401
2048M,1.5,299999232.0,0.875124,100,140690
2048M,1.5,296738816.0,0.868038,100,149484
2048M,1.5,296738816.0,0.835245,100,161552
2048M,1.5,351170560.0,0.912675,150,376986
2048M,1.5,351170560.0,0.912675,150,367397
2048M,1.5,382382080.0,0.935926,150,371623
2048M,1.5,717869056.0,0.920576,200,8507210
2048M,1.5,1211359232.0,0.924337,200,23465266
2048M,1.5,657858560.0,0.934497,200,8868762
2048M,1.5,1030471680.0,0.935488,250,32080004
2048M,1.5,1083031552.0,0.942487,250,23458104
2048M,1.5,908103680.0,0.952312,250,20063632
2048M,1.5,986509312.0,0.959529,300,28058138
2048M,1.5,986509312.0,0.974267,300,27987888
2048M,1.5,996601856.0,0.991556,300,27496264
2048M,1.5,1033150464.0,1.000038,350,33584738
2048M,1.5,1071161344.0,1.009522,350,33957952
2048M,1.5,1071161344.0,1.016122,350,33836242
2048M,1.5,1074487296.0,1.027477,400,38699143
2048M,1.5,1074487296.0,1.027477,400,38413870
2048M,1.5,1073930240.0,1.024845,400,38524967
2048M,1.5,1252675584.0,1.024081,450,41218166
2048M,1.5,1252675584.0,1.023235,450,41178738
2048M,1.5,1254735872.0,1.020729,450,40921217
2048M,1.5,1354289152.0,1.019121,500,44611599
2048M,1.5,1354289152.0,1.024538,500,44781513
2048M,1.5,1234354176.0,1.023754,500,44629625
2048M,1.5,1508077568.0,1.024799,550,48374142
2048M,1.5,1811136512.0,1.008403,550,45131603
2048M,1.5,1735782400.0,1.001745,550,46306144
2048M,1.5,1487941632.0,1.006143,600,48864973
2048M,1.5,1500643328.0,1.016284,600,47977540
2048M,1.5,1500643328.0,1.016536,600,48541996
640M,1.0,784027648.0,0.139848,200,21090236
768M,1.0,1517064192.0,0.680934,50,9234
768M,1.0,1522761728.0,0.773277,50,4032
768M,1.0,784150528.0,0.746614,100,30201675
768M,1.0,306495488.0,0.746614,100,16157261
768M,1.0,306696192.0,0.793034,100,188606
768M,1.0,589086720.0,0.807191,150,19765429
768M,1.0,589086720.0,0.836516,150,869515
768M,1.0,383524864.0,0.853677,150,2381581
768M,1.0,785133568.0,0.853677,200,2314704
768M,1.0,1362558976.0,0.700014,200,9440524
768M,1.0,1362558976.0,0.560782,250,10681610
896M,1.0,928432128.0,0.578206,50,1624
896M,1.0,933941248.0,0.78518,50,2221
896M,1.0,928964608.0,0.825318,50,1873
896M,1.0,1003569152.0,0.81053,100,26395409
896M,1.0,338624512.0,0.752424,100,14829193
896M,1.0,338624512.0,0.790233,100,195820
896M,1.0,389570560.0,0.786229,150,7919656
896M,1.0,409493504.0,0.840058,150,12965293
896M,1.0,409493504.0,0.815826,150,548584
896M,1.0,638992384.0,0.859738,200,10712706
896M,1.0,729862144.0,0.832166,200,12496190
896M,1.0,737755136.0,0.877738,200,12593256
896M,1.0,1697001472.0,0.698755,250,23970476
1024M,1.0,717144064.0,0.608375,50,1110
1024M,1.0,232820736.0,0.833845,50,2000
1024M,1.0,235548672.0,0.851571,50,1262
1024M,1.0,293715968.0,0.804617,100,445812
1024M,1.0,318328832.0,0.758128,100,7827190
1024M,1.0,323936256.0,0.804584,100,58605700
1024M,1.0,401338368.0,0.816611,150,1057844
1024M,1.0,415936512.0,0.811892,150,8150952
1024M,1.0,395161600.0,0.827359,150,2032184
1024M,1.0,772939776.0,0.855025,200,9087155
1024M,1.0,708538368.0,0.857318,200,13199861
1024M,1.0,773132288.0,0.857318,200,12680946
1024M,1.0,870129664.0,0.88971,250,23712084
1024M,1.0,863514624.0,0.911941,250,23683254
1024M,1.0,859041792.0,0.918533,250,22819835
1152M,1.0,681152512.0,0.616058,50,1289
1152M,1.0,232333312.0,0.830228,50,1457
1152M,1.0,233656320.0,0.836453,50,2992
1152M,1.0,294834176.0,0.80066,100,6739871
1152M,1.0,300011520.0,0.751118,100,13459803
1152M,1.0,351772672.0,0.808642,100,30280982
1152M,1.0,393879552.0,0.808642,150,1430739
1152M,1.0,447340544.0,0.838751,150,15959940
1152M,1.0,353964032.0,0.838751,150,1362049
1152M,1.0,835903488.0,0.843362,200,15180347
1152M,1.0,841760768.0,0.867358,200,15661059
1152M,1.0,841760768.0,0.867358,200,11774447
1152M,1.0,813924352.0,0.895016,250,23595765
1152M,1.0,1095380992.0,0.90685,250,22072496
1152M,1.0,1095380992.0,0.915339,250,23152364
1152M,1.0,1039147008.0,0.925495,300,30947758
1152M,1.0,1039147008.0,0.937515,300,31224359
1152M,1.0,1022517248.0,0.955179,300,30869038
1152M,1.0,1041653760.0,0.967134,350,35332594
1152M,1.0,2103250944.0,1.011503,350,36362631
1152M,1.0,2103250944.0,1.012238,350,36587107
1152M,1.0,2088763392.0,1.033688,400,39565693
1280M,1.0,799203328.0,0.624849,50,1524
1280M,1.0,237879296.0,0.851152,50,1451
1280M,1.0,234348544.0,0.851152,50,2274
1280M,1.0,313155584.0,0.822509,100,3796846
1280M,1.0,314126336.0,0.753644,100,14672924
1280M,1.0,326795264.0,0.806801,100,30261502
1280M,1.0,426242048.0,0.819087,150,3748713
1280M,1.0,375984128.0,0.864018,150,692210
1280M,1.0,387342336.0,0.864018,150,3663038
1280M,1.0,749809664.0,0.859944,200,9877576
1280M,1.0,763498496.0,0.859944,200,10960293
1280M,1.0,847413248.0,0.874823,200,15794623
1280M,1.0,1005060096.0,0.891583,250,21541639
1280M,1.0,1005060096.0,0.901644,250,23265158
1280M,1.0,883257344.0,0.913229,250,22271008
1280M,1.0,988631040.0,0.923846,300,30519612
1280M,1.0,1038442496.0,0.939251,300,30603303
1280M,1.0,980090880.0,0.955174,300,30534458
1280M,1.0,980090880.0,0.968666,350,35837039
1280M,1.0,962879488.0,0.970815,350,35769034
1280M,1.0,1090207744.0,0.976196,350,35038770
1280M,1.0,1090207744.0,0.975622,400,39502693
1280M,1.0,2044047360.0,0.917435,400,40347409
1280M,1.0,2044047360.0,0.862726,400,39923157
1408M,1.0,718307328.0,0.657947,50,5190
1408M,1.0,236797952.0,0.797283,50,3633
1408M,1.0,234856448.0,0.878867,50,4163
1408M,1.0,323416064.0,0.772257,100,1641208
1408M,1.0,280526848.0,0.772257,100,198930
1408M,1.0,309514240.0,0.788826,100,5379508
1408M,1.0,424415232.0,0.844456,150,2670065
1408M,1.0,424415232.0,0.844456,150,1077550
1408M,1.0,396935168.0,0.850382,150,655036
1408M,1.0,932040704.0,0.850382,200,33527824
1408M,1.0,932040704.0,0.871321,200,22350362
1408M,1.0,816209920.0,0.883319,200,10869783
1408M,1.0,949116928.0,0.886667,250,20854489
1408M,1.0,949116928.0,0.903874,250,23721044
1408M,1.0,945049600.0,0.911346,250,24072209
1408M,1.0,963338240.0,0.91907,300,30595339
1408M,1.0,1076695040.0,0.943304,300,29785983
1408M,1.0,1054121984.0,0.950645,300,31029221
1408M,1.0,1029386240.0,0.963279,350,36113670
1408M,1.0,1029386240.0,0.963279,350,36475814
1408M,1.0,1230131200.0,0.972575,350,33800542
1408M,1.0,1230131200.0,0.981335,400,39915624
1408M,1.0,1169686528.0,0.981335,400,39625602
1408M,1.0,1083731968.0,0.97966,400,40046631
1408M,1.0,1210916864.0,0.97966,450,43308830
1408M,1.0,2536083456.0,0.977654,500,45864282
1536M,1.0,776065024.0,0.640988,50,2423
1536M,1.0,240312320.0,0.777139,50,1508
1536M,1.0,236101632.0,0.868288,50,6003
1536M,1.0,327798784.0,0.810029,100,13298184
1536M,1.0,327798784.0,0.778997,100,17146926
1536M,1.0,333074432.0,0.77969,100,1878618
1536M,1.0,392245248.0,0.824062,150,1227380
1536M,1.0,418504704.0,0.806779,150,2313945
1536M,1.0,418504704.0,0.846044,150,1399087
1536M,1.0,748609536.0,0.850829,200,11900852
1536M,1.0,749113344.0,0.868868,200,30087377
1536M,1.0,749113344.0,0.884295,200,13611153
1536M,1.0,942301184.0,0.884295,250,21834019
1536M,1.0,952983552.0,0.8911,250,21330387
1536M,1.0,927727616.0,0.910729,250,21502968
1536M,1.0,1021190144.0,0.911025,300,30977581
1536M,1.0,1021190144.0,0.936086,300,30508618
1536M,1.0,996925440.0,0.952901,300,30787235
1536M,1.0,1002467328.0,0.96476,350,36098249
1536M,1.0,1073807360.0,0.966757,350,35376372
1536M,1.0,1073807360.0,0.977332,350,36057061
1536M,1.0,1377693696.0,0.98132,400,38027294
1536M,1.0,1377693696.0,0.98132,400,39993503
1536M,1.0,1094205440.0,0.980899,400,39882098
1536M,1.0,1120010240.0,0.984121,450,42609903
1536M,1.0,1253081088.0,0.979059,450,42397272
1536M,1.0,1236602880.0,0.977618,450,43341340
1536M,1.0,1238691840.0,0.977376,500,45957541
1536M,1.0,1324240896.0,0.977376,500,45738489
1536M,1.0,2467463168.0,0.973901,500,46141232
1664M,1.0,779468800.0,0.6262,50,1503
1664M,1.0,234110976.0,0.848535,50,1803
1664M,1.0,234835968.0,0.848535,50,2118
1664M,1.0,293318656.0,0.816105,100,233014
1664M,1.0,326430720.0,0.754922,100,3970668
1664M,1.0,347279360.0,0.820149,100,27609368
1664M,1.0,402108416.0,0.820149,150,1534079
1664M,1.0,391335936.0,0.833892,150,1652862
1664M,1.0,388034560.0,0.803227,150,1776809
1664M,1.0,748482560.0,0.838648,200,12389980
1664M,1.0,879325184.0,0.830333,200,18038456
1664M,1.0,879325184.0,0.878548,200,13924854
1664M,1.0,833826816.0,0.883334,250,23788547
1664M,1.0,884928512.0,0.903452,250,23766910
1664M,1.0,1037197312.0,0.903452,250,22732394
1664M,1.0,1037197312.0,0.915403,300,31260125
1664M,1.0,975831040.0,0.938936,300,30334063
1664M,1.0,1023074304.0,0.954318,300,30697587
1664M,1.0,1104666624.0,0.966826,350,35593833
1664M,1.0,1188864000.0,0.97121,350,38849792
1664M,1.0,1188864000.0,0.975432,350,36162138
1664M,1.0,1005367296.0,0.980995,400,40019201
1664M,1.0,1307103232.0,0.980995,400,39564078
1664M,1.0,1307103232.0,0.980818,400,40034372
1664M,1.0,1315098624.0,0.981339,450,42867407
1664M,1.0,1315098624.0,0.979429,450,43688720
1664M,1.0,1347223552.0,0.979695,450,42778100
1664M,1.0,1347223552.0,0.977591,500,45294113
1664M,1.0,1296048128.0,0.984587,500,45284395
1664M,1.0,2751840256.0,0.976934,550,47745407
1664M,1.0,2751840256.0,0.978879,550,47710378
1664M,1.0,2641313792.0,0.976237,550,47158542
1664M,1.0,2617081856.0,0.973679,600,49497713
1792M,1.0,690151424.0,0.624405,50,14632
1792M,1.0,238833664.0,0.835295,50,2433
1792M,1.0,238833664.0,0.835295,50,1145
1792M,1.0,333176832.0,0.814412,100,29639126
1792M,1.0,350740480.0,0.754176,100,14831180
1792M,1.0,302477312.0,0.821227,100,196488
1792M,1.0,369008640.0,0.821227,150,654143
1792M,1.0,400379904.0,0.866369,150,21462695
1792M,1.0,400379904.0,0.866369,150,1441917
1792M,1.0,780148736.0,0.852577,200,10778394
1792M,1.0,806612992.0,0.852577,200,10910486
1792M,1.0,784515072.0,0.881188,200,11069772
1792M,1.0,843980800.0,0.881188,250,23302674
1792M,1.0,1042616320.0,0.880161,250,20395067
1792M,1.0,1042616320.0,0.908113,250,23276453
1792M,1.0,891891712.0,0.927784,300,30749320
1792M,1.0,946561024.0,0.939288,300,30727842
1792M,1.0,1052209152.0,0.939288,300,29434418
1792M,1.0,1052209152.0,0.961817,350,35851313
1792M,1.0,1017225216.0,0.967633,350,35596474
1792M,1.0,1013948416.0,0.971938,350,35135938
1792M,1.0,1099829248.0,0.982162,400,39666363
1792M,1.0,1212112896.0,0.982162,400,40242278
1792M,1.0,1212112896.0,0.980595,400,39825912
1792M,1.0,1136934912.0,0.980277,450,43114306
1792M,1.0,1316540416.0,0.978944,450,43480651
1792M,1.0,1394020352.0,0.978944,450,42778480
1792M,1.0,1436983296.0,0.979002,500,45489223
1792M,1.0,1436983296.0,0.977678,500,45206347
1792M,1.0,1359970304.0,0.983399,500,45309309
1792M,1.0,1335517184.0,0.981609,550,47190536
1792M,1.0,1579405312.0,0.982113,600,49794736
1920M,1.0,765984768.0,0.682062,50,4725
1920M,1.0,229363712.0,0.823782,50,6197
1920M,1.0,231120896.0,0.881282,50,3694
1920M,1.0,330305536.0,0.825896,100,7670025
1920M,1.0,348295168.0,0.785638,100,2167836
1920M,1.0,348295168.0,0.785638,100,208965
1920M,1.0,408449024.0,0.799327,150,1687335
1920M,1.0,422469632.0,0.847712,150,1895907
1920M,1.0,517902336.0,0.864282,150,22114975
1920M,1.0,812769280.0,0.864282,200,11445806
1920M,1.0,863453184.0,0.854018,200,11803131
1920M,1.0,713494528.0,0.854018,200,12492473
1920M,1.0,962002944.0,0.882922,250,22344571
1920M,1.0,962002944.0,0.901828,250,22578662
1920M,1.0,991330304.0,0.916685,250,23062678
1920M,1.0,991444992.0,0.924128,300,30240019
1920M,1.0,1127346176.0,0.940481,300,30376177
1920M,1.0,980779008.0,0.952666,300,30894748
1920M,1.0,1027457024.0,0.952666,350,36048816
1920M,1.0,1098014720.0,0.968549,350,35814448
1920M,1.0,1098014720.0,0.976188,350,36471955
1920M,1.0,1030148096.0,0.980262,400,39632593
1920M,1.0,1153810432.0,0.980461,400,39661682
1920M,1.0,1206886400.0,0.979528,400,39025473
1920M,1.0,1196724224.0,0.97796,450,43650791
1920M,1.0,1234964480.0,0.978892,450,43726009
1920M,1.0,1339973632.0,0.97842,450,43387275
1920M,1.0,1338617856.0,0.984428,500,45344240
1920M,1.0,1338617856.0,0.977601,500,45420550
1920M,1.0,1426485248.0,0.98104,550,47438563
1920M,1.0,1426485248.0,0.978703,550,47792530
1920M,1.0,1512132608.0,0.98297,600,50053771
1920M,1.0,1608806400.0,0.981974,600,49553527
1920M,1.0,1608806400.0,0.97681,600,49463229
2048M,1.0,694513664.0,0.653935,50,2378
2048M,1.0,232673280.0,0.792924,50,2296
2048M,1.0,233148416.0,0.8764,50,1943
2048M,1.0,323485696.0,0.803595,100,1733187
2048M,1.0,323485696.0,0.767883,100,2678972
2048M,1.0,325332992.0,0.767883,100,192157
2048M,1.0,419602432.0,0.827974,150,2045767
2048M,1.0,652169216.0,0.827974,150,40606353
2048M,1.0,652169216.0,0.835243,150,1005644
2048M,1.0,805330944.0,0.855712,200,11774040
2048M,1.0,738598912.0,0.855872,200,12543384
2048M,1.0,748138496.0,0.877478,200,12420510
2048M,1.0,844775424.0,0.895687,250,23665074
2048M,1.0,836288512.0,0.895687,250,23886300
2048M,1.0,1016627200.0,0.92206,250,22511137
2048M,1.0,990101504.0,0.926909,300,30977542
2048M,1.0,1029992448.0,0.926909,300,28453496
2048M,1.0,1029992448.0,0.946068,300,30765679
2048M,1.0,1192837120.0,0.96011,350,34651267
2048M,1.0,1192837120.0,0.967634,350,36301064
2048M,1.0,1114882048.0,0.973125,350,38253554
2048M,1.0,1114882048.0,0.980555,400,39878899
2048M,1.0,1216405504.0,0.980696,400,39481449
2048M,1.0,1216405504.0,0.979619,400,39873842
2048M,1.0,1212067840.0,0.979619,450,43521929
2048M,1.0,1153466368.0,0.979456,450,42827874
2048M,1.0,1304674304.0,0.978663,450,43881993
2048M,1.0,1468141568.0,0.978663,500,44843250
2048M,1.0,1561698304.0,0.975819,500,44703518
2048M,1.0,1561698304.0,0.980443,550,47630297
2048M,1.0,1527312384.0,0.981452,600,49310133
512M,3.5,246067200.0,2.152088,50,1132
512M,3.5,281432064.0,1.773811,100,1154
512M,3.5,283181056.0,1.438863,100,1357
512M,3.5,283181056.0,1.694636,100,1276
512M,3.5,315686912.0,1.78524,150,2753
512M,3.5,315686912.0,2.106511,150,2156
512M,3.5,317751296.0,2.106511,150,4224
512M,3.5,359649280.0,2.417645,200,64035
512M,3.5,359649280.0,2.417645,200,55666
512M,3.5,360435712.0,2.609316,200,62461
640M,3.5,354381824.0,1.638764,50,1241
640M,3.5,241233920.0,2.04139,50,1056
640M,3.5,281124864.0,1.844768,100,1627
640M,3.5,280043520.0,1.54286,100,2299
640M,3.5,284168192.0,1.5456,100,7249
640M,3.5,319705088.0,1.883876,150,3847
640M,3.5,319705088.0,1.933395,150,17211
640M,3.5,315740160.0,2.212341,150,3031
640M,3.5,369778688.0,2.285334,200,60302
640M,3.5,369778688.0,2.353571,200,60745
640M,3.5,364204032.0,2.534372,200,54380
640M,3.5,427110400.0,2.643885,250,117020
640M,3.5,427110400.0,2.674741,250,114597
640M,3.5,429314048.0,2.674741,250,125759
640M,3.5,806621184.0,2.594389,300,128405
640M,3.5,742785024.0,2.481506,300,177271
640M,3.5,751398912.0,2.55382,300,186064
640M,3.5,502046720.0,1.841409,550,24278
768M,3.5,342757376.0,1.583462,50,1536
768M,3.5,241311744.0,1.997221,50,1186
768M,3.5,278618112.0,1.905576,100,1181
768M,3.5,277884928.0,1.439367,100,2485
768M,3.5,281649152.0,1.682979,100,2829
768M,3.5,312475648.0,1.799146,150,2123
768M,3.5,318316544.0,2.032306,150,2729
768M,3.5,318316544.0,2.111687,150,3836
768M,3.5,355692544.0,2.387941,200,62931
768M,3.5,359018496.0,2.415679,200,79351
768M,3.5,359018496.0,2.55637,200,57818
768M,3.5,426512384.0,2.565436,250,126048
768M,3.5,426512384.0,2.64035,250,122832
768M,3.5,432955392.0,2.64035,250,118484
768M,3.5,503525376.0,2.588375,300,173205
768M,3.5,462880768.0,2.556993,300,178261
768M,3.5,510402560.0,2.539512,300,170728
768M,3.5,521056256.0,2.585533,350,225901
768M,3.5,527159296.0,2.57111,350,234192
768M,3.5,524460032.0,2.541189,350,223372
768M,3.5,610308096.0,2.546698,400,303880
768M,3.5,606105600.0,2.544621,400,307832
768M,3.5,1282158592.0,2.328754,400,295939
768M,3.5,1153740800.0,1.919096,450,82033
896M,3.5,342671360.0,1.721924,50,1127
896M,3.5,241713152.0,2.145174,50,1200
896M,3.5,277622784.0,1.913781,100,6178
896M,3.5,276762624.0,1.456091,100,8216
896M,3.5,276762624.0,1.55952,100,4806
896M,3.5,315301888.0,1.754649,150,2490
896M,3.5,315301888.0,2.035358,150,13869
896M,3.5,312745984.0,2.102403,150,4380
896M,3.5,359501824.0,2.471289,200,65496
896M,3.5,361361408.0,2.471289,200,75256
896M,3.5,357818368.0,2.573473,200,69697
896M,3.5,422555648.0,2.573473,250,118736
896M,3.5,455356416.0,2.648687,250,120288
896M,3.5,441499648.0,2.648687,250,118778
896M,3.5,506957824.0,2.585734,300,173205
896M,3.5,517517312.0,2.601363,300,171927
896M,3.5,499171328.0,2.581752,300,167430
896M,3.5,519606272.0,2.582668,350,232903
896M,3.5,515735552.0,2.564565,350,231494
896M,3.5,533770240.0,2.542484,350,222109
896M,3.5,627761152.0,2.545275,400,298439
896M,3.5,614772736.0,2.53098,400,289969
896M,3.5,693751808.0,2.53098,400,324627
896M,3.5,966254592.0,2.460023,450,123650
1024M,3.5,244248576.0,2.050814,50,1422
1024M,3.5,281624576.0,1.871048,100,5991
1024M,3.5,281624576.0,1.442413,100,1815
1024M,3.5,281526272.0,1.569663,100,1297
1024M,3.5,310640640.0,1.846181,150,10408
1024M,3.5,312344576.0,2.004134,150,2207
1024M,3.5,312553472.0,2.160427,150,2600
1024M,3.5,364335104.0,2.282447,200,62308
1024M,3.5,364335104.0,2.392586,200,62323
