ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat99
2560M,0.5,1056333824.0,0.497429,400,47715460
2560M,0.5,1142358016.0,0.497541,450,48392677
2560M,0.5,1001852928.0,0.497565,450,48365677
2560M,0.5,1161408512.0,0.497335,450,48516395
2560M,0.5,1001820160.0,0.497447,500,48831518
2560M,0.5,1175203840.0,0.497368,500,48993849
2432M,0.5,641425408.0,0.221802,50,225112
2432M,0.5,239312896.0,0.302674,50,272427
2432M,0.5,238841856.0,0.385484,50,214532
2432M,0.5,238841856.0,0.440284,50,224830
2432M,0.5,231694336.0,0.440284,50,258107
2432M,0.5,460169216.0,0.41868,100,18070364
2432M,0.5,460169216.0,0.426164,100,18294088
2432M,0.5,454627328.0,0.437321,100,18024482
2432M,0.5,483594240.0,0.448511,100,17965573
2432M,0.5,483594240.0,0.457368,100,17916905
2432M,0.5,515350528.0,0.459402,150,30688312
2432M,0.5,564850688.0,0.46651,150,30643531
2432M,0.5,564850688.0,0.476923,150,30932571
2432M,0.5,534650880.0,0.478391,150,30869515
2432M,0.5,560205824.0,0.49813,150,30970052
2432M,0.5,586215424.0,0.49816,200,36961963
2432M,0.5,625770496.0,0.497679,200,36429130
2432M,0.5,690020352.0,0.497834,200,36887305
2432M,0.5,690020352.0,0.497713,200,37054050
2432M,0.5,619552768.0,0.498056,200,37088533
2432M,0.5,719974400.0,0.498135,250,41347685
2432M,0.5,719974400.0,0.497735,250,41234182
2432M,0.5,714407936.0,0.498056,250,41433361
2432M,0.5,731299840.0,0.498102,300,43790574
2432M,0.5,1060085760.0,0.498417,350,46634497
2432M,0.5,1060085760.0,0.498013,350,46556935
2432M,0.5,901677056.0,0.497749,350,46712749
2432M,0.5,1030344704.0,0.497965,400,48081638
2432M,0.5,1021120512.0,0.497847,400,47877430
2432M,0.5,907190272.0,0.497281,450,48300635
2432M,0.5,1036955648.0,0.497425,500,48831028
2432M,0.5,1306849280.0,0.497417,500,48895540
2304M,0.5,669372416.0,0.311676,50,192624
2304M,0.5,244441088.0,0.445385,50,249634
2304M,0.5,243838976.0,0.460396,50,260123
2304M,0.5,251695104.0,0.455418,50,214361
2304M,0.5,249659392.0,0.433351,50,248950
2304M,0.5,454967296.0,0.41865,100,18417157
2304M,0.5,467849216.0,0.428102,100,18838013
2304M,0.5,468094976.0,0.435781,100,17613233
2304M,0.5,468094976.0,0.447445,100,18128864
2304M,0.5,473731072.0,0.460377,100,18348238
2304M,0.5,529154048.0,0.458816,150,30952562
2304M,0.5,529154048.0,0.469869,150,30885537
2304M,0.5,545095680.0,0.478851,150,30798232
2304M,0.5,545095680.0,0.487599,150,30881830
2304M,0.5,586084352.0,0.497986,150,31276605
2304M,0.5,603185152.0,0.497792,200,37761422
2304M,0.5,626606080.0,0.498027,200,37026738
2304M,0.5,626606080.0,0.497843,200,37621816
2304M,0.5,663056384.0,0.497886,200,37252538
2304M,0.5,741093376.0,0.498293,250,41673815
2304M,0.5,741093376.0,0.498272,250,41848738
2304M,0.5,730865664.0,0.498052,250,41703549
2304M,0.5,795267072.0,0.497767,300,44630425
2304M,0.5,833949696.0,0.498077,300,44282504
2304M,0.5,871104512.0,0.4981,350,47023804
2304M,0.5,1012830208.0,0.498076,350,46824106
2304M,0.5,947785728.0,0.497908,400,48248036
2304M,0.5,947785728.0,0.497185,400,47904701
2304M,0.5,1167613952.0,0.497493,450,48779053
2304M,0.5,939122688.0,0.497442,450,48547129
2304M,0.5,1131823104.0,0.497479,450,48157176
2304M,0.5,1027973120.0,0.497331,500,49106317
2304M,0.5,1313726464.0,0.497407,500,48695476
2176M,0.5,643579904.0,0.271302,50,211821
2176M,0.5,245436416.0,0.40005,50,251622
2176M,0.5,248406016.0,0.462752,50,270448
2176M,0.5,248406016.0,0.462752,50,256038
2176M,0.5,252407808.0,0.44083,50,214501
2176M,0.5,445194240.0,0.418177,100,18519325
2176M,0.5,458592256.0,0.416238,100,18480072
2176M,0.5,458592256.0,0.443589,100,17784027
2176M,0.5,451305472.0,0.443589,100,17501953
2176M,0.5,454557696.0,0.463485,100,17895266
2176M,0.5,520216576.0,0.461272,150,31138754
2176M,0.5,489037824.0,0.468443,150,31057265
2176M,0.5,557268992.0,0.480951,150,30859202
2176M,0.5,557268992.0,0.488381,150,30728210
2176M,0.5,561307648.0,0.498047,150,30843408
2176M,0.5,601444352.0,0.497677,200,37522373
2176M,0.5,689111040.0,0.497581,200,37053754
2176M,0.5,689111040.0,0.497872,200,37075482
2176M,0.5,690528256.0,0.497921,200,37451979
2176M,0.5,656617472.0,0.498129,200,37102910
2176M,0.5,676929536.0,0.498226,250,41519184
2176M,0.5,761581568.0,0.497934,250,41630117
2176M,0.5,740429824.0,0.498003,250,41942061
2176M,0.5,726122496.0,0.498148,250,41575554
2176M,0.5,694849536.0,0.498148,250,41584543
2176M,0.5,723156992.0,0.498092,300,44195986
2176M,0.5,877793280.0,0.497893,300,44698250
2176M,0.5,824795136.0,0.497713,300,44481906
2176M,0.5,896987136.0,0.497883,350,46474592
2176M,0.5,896987136.0,0.497784,350,46700854
2176M,0.5,1101709312.0,0.497843,400,48001051
2176M,0.5,868929536.0,0.498112,450,48323950
2176M,0.5,1148534784.0,0.497322,450,48685138
2176M,0.5,1041502208.0,0.497313,450,48611612
2176M,0.5,919306240.0,0.496435,450,48795783
2176M,0.5,1108709376.0,0.497593,500,48544130
2176M,0.5,1045372928.0,0.496172,500,49178578
2048M,0.5,690028544.0,0.215259,50,263301
2048M,0.5,235728896.0,0.296496,50,274009
2048M,0.5,233746432.0,0.379255,50,224285
2048M,0.5,236318720.0,0.441619,50,207945
2048M,0.5,243888128.0,0.434768,50,200360
2048M,0.5,481652736.0,0.418815,100,17835350
2048M,0.5,481652736.0,0.429397,100,17966991
2048M,0.5,459571200.0,0.438151,100,18239747
2048M,0.5,451575808.0,0.445733,100,18061986
2048M,0.5,451575808.0,0.458427,100,18298841
2048M,0.5,498593792.0,0.458427,150,30695008
2048M,0.5,590016512.0,0.467114,150,30517516
2048M,0.5,546873344.0,0.478433,150,31036919
2048M,0.5,540495872.0,0.488252,150,30620990
2048M,0.5,546643968.0,0.497968,150,31004097
2048M,0.5,561385472.0,0.497771,200,37041685
2048M,0.5,656670720.0,0.498185,200,37173190
2048M,0.5,656670720.0,0.498097,200,37177210
2048M,0.5,643735552.0,0.498169,200,37080769
2048M,0.5,681877504.0,0.498175,200,37404076
2048M,0.5,747499520.0,0.497931,250,41488258
2048M,0.5,735207424.0,0.49808,250,41530204
2048M,0.5,735207424.0,0.49786,250,41693281
2048M,0.5,734625792.0,0.497993,300,44330830
2048M,0.5,907182080.0,0.497905,300,44295561
2048M,0.5,822595584.0,0.497997,300,44115756
2048M,0.5,770723840.0,0.498175,300,44234181
2048M,0.5,956489728.0,0.498303,350,46819015
2048M,0.5,1061298176.0,0.498001,400,47865968
2048M,0.5,896479232.0,0.497735,450,48453960
2048M,0.5,1105907712.0,0.497547,450,48596137
2048M,0.5,941060096.0,0.497562,450,48451105
2048M,0.5,1240125440.0,0.498093,450,48426480
2048M,0.5,1127256064.0,0.498201,450,48223504
2048M,0.5,1071632384.0,0.497806,500,48885080
2048M,0.5,1034772480.0,0.497427,500,48991783
1920M,0.5,681787392.0,0.332181,50,215404
1920M,0.5,292765696.0,0.413843,50,219536
1920M,0.5,255553536.0,0.46363,50,261793
1920M,0.5,248070144.0,0.46101,50,243157
1920M,0.5,476782592.0,0.439409,100,18083705
1920M,0.5,476782592.0,0.427643,100,18560247
1920M,0.5,470794240.0,0.42544,100,17538354
1920M,0.5,470794240.0,0.447024,100,17174483
1920M,0.5,481525760.0,0.457752,100,17766868
1920M,0.5,536260608.0,0.458953,150,30893720
1920M,0.5,552427520.0,0.468229,150,30985103
1920M,0.5,552427520.0,0.479451,150,30973101
1920M,0.5,540446720.0,0.48903,150,30920568
1920M,0.5,540446720.0,0.497739,150,30770436
1920M,0.5,682622976.0,0.498098,200,37064912
1920M,0.5,682622976.0,0.497777,200,36837491
1920M,0.5,653119488.0,0.498185,200,37051334
1920M,0.5,653119488.0,0.498131,200,37129541
1920M,0.5,653156352.0,0.49826,200,37185670
1920M,0.5,709140480.0,0.498189,250,41957979
1920M,0.5,785907712.0,0.497839,250,41787798
1920M,0.5,744968192.0,0.497783,250,41668709
1920M,0.5,744968192.0,0.497743,250,41499805
1920M,0.5,831795200.0,0.497905,300,44289338
1920M,0.5,831795200.0,0.497749,300,43857287
1920M,0.5,800694272.0,0.497644,300,44514246
1920M,0.5,890904576.0,0.497626,300,44155677
1920M,0.5,916508672.0,0.497572,350,46855198
1920M,0.5,916508672.0,0.497859,350,46806303
1920M,0.5,1133735936.0,0.49798,350,46489542
1920M,0.5,960376832.0,0.49826,400,47800688
1920M,0.5,846725120.0,0.49799,450,48625895
1920M,0.5,1222115328.0,0.497224,500,49231280
1920M,0.5,999051264.0,0.497098,500,49228559
1792M,0.5,630525952.0,0.335321,50,262093
1792M,0.5,248352768.0,0.416459,50,262955
1792M,0.5,248352768.0,0.466384,50,244006
1792M,0.5,247005184.0,0.458632,50,228594
1792M,0.5,282427392.0,0.439206,50,217256
1792M,0.5,472211456.0,0.421556,100,18028983
1792M,0.5,472211456.0,0.42826,100,18396273
1792M,0.5,459788288.0,0.426106,100,16794304
1792M,0.5,459788288.0,0.444305,100,16584778
1792M,0.5,478511104.0,0.457042,100,17176570
1792M,0.5,537866240.0,0.461389,150,30782299
1792M,0.5,537866240.0,0.465285,150,30867204
1792M,0.5,534044672.0,0.478286,150,30655488
1792M,0.5,560951296.0,0.487915,150,30840289
1792M,0.5,560951296.0,0.498086,150,30708163
1792M,0.5,596492288.0,0.498314,200,37038294
1792M,0.5,602570752.0,0.498125,200,36712614
1792M,0.5,634937344.0,0.498018,200,37299718
1792M,0.5,674263040.0,0.497808,200,37089038
1792M,0.5,674263040.0,0.497781,200,37066527
1792M,0.5,698662912.0,0.497959,250,41705056
1792M,0.5,703672320.0,0.498366,250,41901832
1792M,0.5,737148928.0,0.49806,250,41682583
1792M,0.5,737148928.0,0.498046,250,41463298
1792M,0.5,732397568.0,0.497994,250,41724263
1792M,0.5,765829120.0,0.497846,300,43983322
1792M,0.5,871899136.0,0.49771,300,43950475
1792M,0.5,871899136.0,0.497731,300,44351227
1792M,0.5,823173120.0,0.497827,300,44085413
1792M,0.5,879730688.0,0.498234,300,44309176
1792M,0.5,913940480.0,0.498015,350,46733347
1792M,0.5,1100935168.0,0.497872,350,46767257
1792M,0.5,1093595136.0,0.497864,350,46748323
1792M,0.5,1004482560.0,0.498109,400,47738580
1792M,0.5,913833984.0,0.497388,450,48610085
1792M,0.5,1194610688.0,0.497556,450,48445354
1792M,0.5,947568640.0,0.497706,500,49036516
1792M,0.5,1334169600.0,0.497399,500,48851572
1664M,0.5,669204480.0,0.316351,50,240610
1664M,0.5,244948992.0,0.397291,50,256174
1664M,0.5,244948992.0,0.458858,50,262217
1664M,0.5,246272000.0,0.458858,50,272955
1664M,0.5,246272000.0,0.440029,50,259266
1664M,0.5,449589248.0,0.413927,100,18451077
1664M,0.5,450326528.0,0.417097,100,18381670
1664M,0.5,450326528.0,0.435497,100,16886233
1664M,0.5,427597824.0,0.450756,100,16861043
1664M,0.5,466952192.0,0.450756,100,17116349
1664M,0.5,524460032.0,0.457417,150,31179978
1664M,0.5,524460032.0,0.469663,150,30753719
1664M,0.5,524099584.0,0.478397,150,30704348
1664M,0.5,524374016.0,0.488885,150,30654511
1664M,0.5,541601792.0,0.498037,150,30790568
1664M,0.5,609902592.0,0.498325,200,37073757
1664M,0.5,673370112.0,0.497742,200,37086378
1664M,0.5,673370112.0,0.497965,200,37104790
1664M,0.5,714817536.0,0.497883,200,37124871
1664M,0.5,661352448.0,0.497712,200,37458180
1664M,0.5,698953728.0,0.497918,250,41528303
1664M,0.5,720965632.0,0.498013,250,41750517
1664M,0.5,730107904.0,0.49804,250,41611712
1664M,0.5,730107904.0,0.497942,250,41706448
1664M,0.5,731701248.0,0.498389,250,41816285
1664M,0.5,820834304.0,0.49835,300,44017112
1664M,0.5,820834304.0,0.498077,300,44086120
1664M,0.5,896606208.0,0.497806,350,46606008
1664M,0.5,973914112.0,0.498017,350,46757145
1664M,0.5,916840448.0,0.497863,400,47719263
1664M,0.5,1139032064.0,0.49761,400,47692823
1664M,0.5,1051103232.0,0.496818,450,48529008
1664M,0.5,1209942016.0,0.496789,500,49140488
1664M,0.5,1252323328.0,0.496928,500,49031600
1536M,0.5,671129600.0,0.193868,50,249013
1536M,0.5,256172032.0,0.274176,50,266308
1536M,0.5,256172032.0,0.35727,50,253834
1536M,0.5,249974784.0,0.453693,50,188692
1536M,0.5,249430016.0,0.438714,50,261115
1536M,0.5,464805888.0,0.422084,100,17500659
1536M,0.5,458903552.0,0.427522,100,17644115
1536M,0.5,458903552.0,0.435513,100,17959562
1536M,0.5,456966144.0,0.451578,100,17619283
1536M,0.5,466722816.0,0.455576,100,17824343
1536M,0.5,511623168.0,0.461352,150,30548931
1536M,0.5,523763712.0,0.466159,150,30296380
1536M,0.5,642166784.0,0.477239,150,30932793
1536M,0.5,642166784.0,0.486963,150,30646609
1536M,0.5,620097536.0,0.497958,150,30626292
1536M,0.5,681209856.0,0.498318,200,36848030
1536M,0.5,681209856.0,0.497985,200,36821047
1536M,0.5,653246464.0,0.498268,200,36779347
1536M,0.5,672661504.0,0.498242,200,36968429
1536M,0.5,672661504.0,0.498173,200,36925607
1536M,0.5,723947520.0,0.498015,250,41588206
1536M,0.5,730701824.0,0.49781,250,41518621
1536M,0.5,730701824.0,0.49775,250,41824282
1536M,0.5,718503936.0,0.497739,250,41641285
1536M,0.5,747745280.0,0.497961,250,41728022
1536M,0.5,821366784.0,0.497964,300,44389832
1536M,0.5,821366784.0,0.497917,300,43525370
1536M,0.5,803356672.0,0.497704,300,43921472
1536M,0.5,868278272.0,0.497849,350,46320878
1536M,0.5,993271808.0,0.498217,350,46738289
1536M,0.5,811868160.0,0.497877,400,47334393
1536M,0.5,1067175936.0,0.497789,400,48029842
1536M,0.5,1052979200.0,0.497268,400,47830399
1536M,0.5,1122992128.0,0.496594,450,48251556
1536M,0.5,1195065344.0,0.497196,450,48667375
1536M,0.5,982085632.0,0.496954,500,48927641
1408M,0.5,697217024.0,0.210912,50,257118
1408M,0.5,234721280.0,0.293477,50,200623
1408M,0.5,232534016.0,0.375598,50,256490
1408M,0.5,244408320.0,0.44108,50,252044
1408M,0.5,244408320.0,0.43732,50,276867
1408M,0.5,443990016.0,0.417012,100,18082673
1408M,0.5,443990016.0,0.429633,100,18568155
1408M,0.5,414244864.0,0.440131,100,18105076
1408M,0.5,460087296.0,0.447127,100,18077783
1408M,0.5,479657984.0,0.45716,100,18111413
1408M,0.5,509550592.0,0.457319,150,30884422
1408M,0.5,587304960.0,0.466655,150,33120449
1408M,0.5,542629888.0,0.463493,150,36542805
512M,4.0,350449664.0,1.395073,50,10129
1408M,0.5,544346112.0,0.449075,150,31181692
512M,4.0,245243904.0,1.792449,50,4780
1408M,0.5,516280320.0,0.449582,150,31141991
1408M,0.5,629989376.0,0.451057,200,37794021
512M,4.0,248659968.0,2.094666,50,1241
1408M,0.5,668049408.0,0.485674,200,37133026
1408M,0.5,668049408.0,0.4951,200,42533967
512M,4.0,282660864.0,1.463527,100,1185
1408M,0.5,651350016.0,0.483972,200,41381627
512M,4.0,282402816.0,1.732144,100,1173
1408M,0.5,623153152.0,0.464713,200,41895469
512M,4.0,284319744.0,2.098036,100,1528
1408M,0.5,566972416.0,0.439047,250,46606930
512M,4.0,322883584.0,2.240563,150,4995
1408M,0.5,746254336.0,0.411499,250,44613228
512M,4.0,322883584.0,2.377637,150,3906
512M,4.0,322371584.0,2.477187,150,3157
1408M,0.5,746254336.0,0.406281,250,44753435
512M,4.0,316874752.0,2.583288,150,3507
1408M,0.5,682655744.0,0.410566,250,44587513
512M,4.0,315932672.0,2.685711,150,2406
512M,4.0,366088192.0,2.694109,200,148095
1408M,0.5,798306304.0,0.414143,250,44876001
512M,4.0,366088192.0,2.720787,200,56487
1408M,0.5,866426880.0,0.409307,300,47303723
512M,4.0,409378816.0,2.801179,200,201444
512M,4.0,444420096.0,2.861391,200,64754
1408M,0.5,920363008.0,0.403183,300,47253501
512M,4.0,373858304.0,2.821786,200,52295
1408M,0.5,819601408.0,0.400205,350,48134838
512M,4.0,416313344.0,2.688575,250,917145
512M,4.0,852533248.0,2.484726,250,281502
1408M,0.5,826662912.0,0.404992,350,48286376
512M,4.0,852533248.0,2.420309,250,185551
512M,4.0,878178304.0,2.328014,250,233499
1408M,0.5,872480768.0,0.399406,400,49141011
512M,4.0,879149056.0,2.39745,250,200779
1408M,0.5,942182400.0,0.392156,500,49380782
1408M,0.5,1024684032.0,0.426797,500,49413738
512M,4.0,840441856.0,1.642474,500,1994473
1280M,0.5,622211072.0,0.199979,50,3021354
640M,4.0,355254272.0,1.39951,50,4442
1280M,0.5,279785472.0,0.274158,50,221906
640M,4.0,241299456.0,1.66217,50,1222
1280M,0.5,238804992.0,0.355346,50,250686
640M,4.0,245604352.0,1.9085,50,4091
1280M,0.5,252399616.0,0.395752,50,272444
640M,4.0,246554624.0,2.081118,50,1315
1280M,0.5,243716096.0,0.407387,50,261782
1280M,0.5,483368960.0,0.41972,100,20102141
640M,4.0,285683712.0,1.376234,100,1314
1280M,0.5,455323648.0,0.42777,100,25248866
640M,4.0,282853376.0,1.658785,100,1347
1280M,0.5,451670016.0,0.418818,100,25556155
640M,4.0,280965120.0,1.848445,100,1121
1280M,0.5,487587840.0,0.41761,100,26695115
1280M,0.5,433684480.0,0.414059,100,28678679
640M,4.0,285843456.0,2.198725,100,1138
1280M,0.5,550739968.0,0.407666,150,35773811
640M,4.0,321261568.0,2.204107,150,3156
640M,4.0,321261568.0,2.413912,150,6797
1280M,0.5,550739968.0,0.405546,150,36998379
640M,4.0,320299008.0,2.530352,150,3253
1280M,0.5,523059200.0,0.408902,150,36131182
640M,4.0,320299008.0,2.561536,150,6108
1280M,0.5,523059200.0,0.413233,150,35852817
640M,4.0,318009344.0,2.678577,150,6248
1280M,0.5,538988544.0,0.416043,150,35394570
640M,4.0,371232768.0,2.698414,200,73334
1280M,0.5,553811968.0,0.413689,200,41704020
640M,4.0,372977664.0,2.805289,200,64757
640M,4.0,374714368.0,2.726688,200,150406
1280M,0.5,640397312.0,0.411508,200,41965065
640M,4.0,354447360.0,2.817077,200,196845
1280M,0.5,602902528.0,0.410275,200,41026095
640M,4.0,368271360.0,2.855094,200,113053
1280M,0.5,718856192.0,0.406063,200,41636077
640M,4.0,453349376.0,2.823534,250,158115
640M,4.0,453349376.0,2.896182,250,140761
1280M,0.5,649908224.0,0.401886,200,42527331
640M,4.0,440332288.0,2.815584,250,226191
1280M,0.5,585359360.0,0.397609,250,45037369
640M,4.0,542773248.0,2.785752,250,1346509
1280M,0.5,740429824.0,0.389382,250,50695260
640M,4.0,542773248.0,2.699303,250,3209947
640M,4.0,776609792.0,2.480179,300,2168733
512M,4.0,420872192.0,1.102195,50,3047009
1280M,0.5,710664192.0,0.336336,300,49565361
512M,4.0,800182272.0,1.312983,50,80379
512M,0.5,397848576.0,0.092561,250,9668485
512M,4.0,841760768.0,2.268992,100,30829
1280M,0.5,736751616.0,0.280722,350,49158656
512M,4.0,885739520.0,2.535885,100,1170933
512M,0.5,905371648.0,0.177783,250,15844369
1280M,0.5,903524352.0,0.324776,400,50843701
640M,0.5,711540736.0,0.039072,250,39793009
1280M,0.5,936574976.0,0.321538,450,53950905
768M,4.0,248291328.0,1.99321,50,1977
768M,4.0,248291328.0,1.99321,50,4348
1280M,0.5,1011388416.0,0.291505,500,53943187
768M,4.0,288804864.0,1.506751,100,1379
768M,0.5,383143936.0,0.051473,100,37162049
768M,4.0,310382592.0,1.578111,100,1020
1152M,0.5,526090240.0,0.159481,100,40712544
768M,0.5,494845952.0,0.105816,150,47495405
768M,0.5,653705216.0,0.072407,300,52828090
768M,4.0,312680448.0,1.802377,100,130635
1152M,0.5,475914240.0,0.214428,150,50096072
768M,4.0,338370560.0,1.855833,100,274163
768M,0.5,553410560.0,0.195902,200,52041228
768M,4.0,338370560.0,1.832573,100,68460
1152M,0.5,474308608.0,0.23619,150,50037679
768M,4.0,350539776.0,1.82418,150,141037
896M,0.5,800808960.0,0.084191,500,54230781
768M,0.5,612048896.0,0.193165,250,52168390
768M,4.0,351866880.0,1.747798,150,194514
1152M,0.5,491978752.0,0.172523,200,52310774
768M,4.0,351068160.0,1.731771,150,141561
640M,4.0,249679872.0,1.673829,50,1023
768M,0.5,714674176.0,0.162955,250,52973590
1024M,0.5,966627328.0,0.090191,600,53893560
640M,4.0,249794560.0,1.529403,50,34848
768M,4.0,351653888.0,1.644384,150,104714
1152M,0.5,594956288.0,0.159606,250,52648074
640M,4.0,354025472.0,1.335405,100,167929
768M,4.0,380796928.0,1.791564,150,3998
640M,4.0,354025472.0,1.320577,100,335013
768M,4.0,425857024.0,1.725793,200,99298
1152M,0.5,970739712.0,0.072082,500,54810355
896M,0.5,710402048.0,0.073521,350,53550692
1152M,0.5,712196096.0,0.169921,300,53827870
640M,4.0,351989760.0,1.483117,100,61596
768M,4.0,439705600.0,1.707958,200,179265
640M,4.0,351989760.0,1.483117,100,340035
768M,4.0,428490752.0,1.63497,200,96824
640M,4.0,318312448.0,1.607875,100,626151
1152M,0.5,783962112.0,0.180073,350,53997649
896M,0.5,868827136.0,0.156923,450,54342897
768M,4.0,458719232.0,1.670174,200,184733
1152M,0.5,947748864.0,0.175235,600,54678977
640M,4.0,371015680.0,1.619134,150,186879
768M,4.0,448053248.0,1.688415,200,301718
640M,4.0,371015680.0,1.737307,150,197795
1152M,0.5,833515520.0,0.175608,450,53814974
1024M,0.5,867459072.0,0.081821,500,54945376
1280M,0.5,864329728.0,0.075808,450,54312338
640M,4.0,359956480.0,1.783199,150,191006
640M,4.0,357474304.0,1.852542,150,190012
640M,4.0,360964096.0,1.852542,150,198498
1152M,0.5,884989952.0,0.067896,400,53432925
1152M,0.5,1053876224.0,0.179707,500,53502571
640M,4.0,414920704.0,1.847316,200,564119
1280M,0.5,845672448.0,0.182491,450,54822911
768M,4.0,1530953728.0,1.388676,250,4059852
640M,4.0,423862272.0,1.847393,200,356272
1152M,0.5,967462912.0,0.176111,500,51981094
640M,4.0,421388288.0,1.933096,200,1190164
896M,0.5,881692672.0,0.065023,400,54007630
1280M,0.5,938983424.0,0.184366,550,54740263
768M,4.0,1021349888.0,1.329823,300,5877748
640M,4.0,421388288.0,1.996689,200,191028
640M,4.0,374738944.0,2.152425,200,110009
1408M,0.5,715685888.0,0.072271,350,53703973
1152M,0.5,940404736.0,0.204688,550,54020189
640M,4.0,1072857088.0,2.326847,250,4975080
1408M,0.5,796663808.0,0.15078,350,54722638
1280M,0.5,892641280.0,0.073998,450,52205834
1408M,0.5,739803136.0,0.190401,350,53503384
1280M,0.5,927432704.0,0.193671,450,53663508
512M,0.5,525053952.0,0.090418,300,15215556
1408M,0.5,924631040.0,0.226402,450,54436526
896M,4.0,255991808.0,1.644315,50,1965
512M,0.5,829493248.0,0.160878,350,9011186
896M,4.0,320299008.0,1.381866,100,157364
768M,4.0,407875584.0,0.886307,50,8509
1280M,0.5,771747840.0,0.226508,600,53958603
896M,4.0,320299008.0,1.409189,100,3938
1408M,0.5,929071104.0,0.227543,500,54209469
768M,4.0,245198848.0,1.166537,50,8809
896M,4.0,291115008.0,1.556367,100,4431
4096M,1.0,304328704.0,0.058984,50,25878819
768M,4.0,245198848.0,1.588914,50,6416
896M,4.0,289914880.0,1.556367,100,1403
4096M,1.0,304328704.0,0.104845,50,19645234
768M,4.0,242819072.0,1.588914,50,12080
896M,4.0,298758144.0,1.636482,100,1200
1408M,0.5,887476224.0,0.073921,500,54293411
4096M,1.0,326844416.0,0.155019,50,19323028
768M,4.0,242774016.0,1.547621,50,9190
896M,4.0,352534528.0,1.725322,150,4644
4096M,1.0,333328384.0,0.208564,50,19312825
768M,4.0,316469248.0,1.396027,100,689766
