time,ram_usage,cpu_usage
1636577515,420319232.0,0.238744
1636577716,496275456.0,0.048527
1636577727,560906240.0,0.048527
1636577737,604794880.0,0.0
1636577748,638193664.0,0.0
1636577760,726913024.0,0.043037
1636577771,776982528.0,0.095921
1636577782,826814464.0,0.270115
1636577794,835489792.0,0.270115
1636577806,835489792.0,0.41695
1636577818,428679168.0,0.467816
1636577830,433131520.0,0.361259
1636577846,438321152.0,0.535365
1636577860,445423616.0,0.646029
1636577873,452210688.0,0.431527
1636577889,458772480.0,0.435303
1636577901,467521536.0,0.570821
1636577915,476590080.0,0.36567
1636577933,532869120.0,0.404426
1636577953,542801920.0,0.561212
1636577975,549531648.0,0.509484
1636577996,560824320.0,0.60925
1636578017,571895808.0,0.658366
1636578039,584028160.0,0.765989
1636578255,680423424.0,0.101018
1636578266,744939520.0,0.101018
1636578276,789065728.0,0.011753
1636578287,822525952.0,0.09597
1636578298,911216640.0,0.027043
1636578309,961167360.0,0.027043
1636578320,1006448640.0,0.276229
1636578332,1021358080.0,0.305462
1636578344,1025368064.0,0.305462
1636578355,1025368064.0,0.408301
1636578367,436850688.0,0.408301
1636578379,442667008.0,0.327259
1636578391,447983616.0,0.327259
1636578405,454012928.0,0.255705
1636578417,462860288.0,0.565768
1636578624,538849280.0,0.004918
1636578634,603590656.0,0.004918
1636578645,647487488.0,0.048642
1636578655,680927232.0,0.048642
1636578666,769892352.0,0.138377
1636578677,819888128.0,0.009427
1636578689,870682624.0,0.243569
1636578700,879636480.0,0.250669
1636578711,884547584.0,0.283504
1636578723,884547584.0,0.338398
1636578734,436105216.0,0.338398
1636578746,442515456.0,0.483397
1636578758,448450560.0,0.483397
1636578775,455417856.0,0.574825
1636578982,532320256.0,0.006065
1636578993,596963328.0,0.007161
1636579003,640708608.0,0.007161
1636579014,674074624.0,0.080344
1636579026,746954752.0,0.122544
1636579037,840249344.0,0.131984
1636579048,858431488.0,0.238997
1636579060,871317504.0,0.296306
1636579071,875843584.0,0.358092
1636579083,876707840.0,0.310842
1636579096,432291840.0,0.326275
1636579110,437239808.0,0.281508
1636579123,444747776.0,0.510962
1636579135,450199552.0,0.416808
1636579152,458162176.0,0.522186
1636579166,458162176.0,0.238515
1636579372,530694144.0,0.004835
1636579383,595439616.0,0.054179
1636579393,630054912.0,0.054179
1636579405,663494656.0,0.050599
1636579416,736509952.0,0.168787
1636579427,842358784.0,0.071034
1636579439,861626368.0,0.242866
1636579451,873492480.0,0.381705
1636579463,419606528.0,0.381705
1636579476,425062400.0,0.28141
1636579488,431038464.0,0.530194
1636579501,436129792.0,0.36536
1636579514,445157376.0,0.638841
1636579527,451604480.0,0.432044
1636579540,457465856.0,0.416947
1636579554,466243584.0,0.624614
1636579568,475844608.0,0.459209
1636579584,508637184.0,0.755337
1636579606,519585792.0,0.524473
1636579627,528769024.0,0.53032
1636579647,540459008.0,0.804488
1636579669,549818368.0,0.665085
1636579691,563101696.0,0.646879
1636579712,574111744.0,0.910473
1636579737,588517376.0,0.858675
1636579762,600117248.0,0.845177
1636579785,614408192.0,0.762456
1636579810,628297728.0,0.879682
1636579840,643997696.0,0.929388
1636579894,660393984.0,0.817531
1636579952,678338560.0,0.894502
