scenarioB_seg01/amf-seg01-reduced.csv.time,scenarioB_seg01/amf-seg01-reduced.csv.ram_limit,scenarioB_seg01/amf-seg01-reduced.csv.cpu_limit,scenarioB_seg01/amf-seg01-reduced.csv.ram_usage,scenarioB_seg01/amf-seg01-reduced.csv.cpu_usage,scenarioB_seg01/amf-seg01-reduced.csv.n,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_limit,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_usage,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.time,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.cpu_limit,lat99
1636579762,1024000000,1.0,600117248.0,0.845177,260,1280000000,632487936.0,1636805150,1.5,15151731
1636579785,1024000000,1.0,614408192.0,0.762456,270,1792000000,650264576.0,1636862894,3.0,12922969
1636579810,1024000000,1.0,628297728.0,0.879682,280,2048000000,655953920.0,1636783280,2.5,15552110
1636579840,1024000000,1.0,643997696.0,0.929388,290,2304000000,679071744.0,1636739430,4.0,19205500
1636579894,1024000000,1.0,660393984.0,0.817531,300,3328000000,685830144.0,1636822939,0.5,44432766
1636579952,1024000000,1.0,678338560.0,0.894502,310,4096000000,698593280.0,1636855556,3.0,48249463
1636580014,1024000000,1.0,699547648.0,0.855115,320,768000000,714539008.0,1636787540,2.5,51831670
1636580082,1024000000,1.0,719306752.0,0.944264,330,3584000000,721903616.0,1636761343,3.0,57302568
1636580150,1024000000,1.0,740257792.0,0.93301,340,3584000000,748924928.0,1636748826,3.5,58161896
1636580222,1024000000,1.0,759373824.0,0.820218,350,2048000000,773042176.0,1636783486,2.5,62012494
1636580269,1024000000,1.0,782462976.0,0.911654,360,2304000000,797118464.0,1636767695,3.0,37204582
1636580352,1024000000,1.0,804139008.0,0.851784,370,2304000000,815116288.0,1636767734,3.0,72822353
1636580441,1024000000,1.0,827318272.0,0.980354,380,3072000000,837500928.0,1636736441,4.0,78760612
1636580529,1024000000,1.0,852881408.0,0.920927,390,3584000000,836374528.0,1636761574,3.0,78553630
1636580583,1024000000,1.0,874655744.0,0.97087,400,3328000000,901500928.0,1636823916,0.5,43669106
1636580681,1024000000,1.0,902287360.0,0.90559,410,4096000000,892985344.0,1636855943,3.0,87408968
1636580786,1024000000,1.0,930033664.0,0.880231,420,1280000000,922873856.0,1636805716,1.5,95282351
1636580962,1024000000,1.0,982409216.0,0.962996,440,2304000000,974061568.0,1636740023,4.0,65825509
1636581152,1024000000,1.0,1039503360.0,0.974472,460,1280000000,1021878272.0,1636744249,4.0,79758714
